Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	organism	sample_name	isolate	isolation_source	collection_date	geographic_location	tissue	development_stage
DRR286411	2022-06-07 13:06:50	2022-06-07 13:06:52	15970071	4791021300	15970071	300	1489		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286411	DRX275868		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242817	SAMD00293167	simple	105610	Montipora efflorescens	SAMD00293167							no					AORI	DRA011820		public	8A7FCCFA4E31015CA91379855E86C92B	5821655A6AC035706E71174D4296A969	Montipora efflorescens	Mont_egg						Egg
DRR286412	2022-06-07 13:06:50	2022-06-07 13:07:33	20789097	6236729100	20789097	300	1935		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286412	DRX275869		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242818	SAMD00293168	simple	105610	Montipora efflorescens	SAMD00293168							no					AORI	DRA011820		public	FA9EE0FEE3BD23EB0A40527DBD51A918	64543B0CB4A69D6B072CE760C6C3452C	Montipora efflorescens	Mont_planula_1dpf						Planula larvae
DRR286408	2022-06-07 13:06:50	2022-06-07 13:08:14	15192910	4557873000	15192910	300	1422		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286408	DRX275865		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242819	SAMD00293169	simple	105610	Montipora efflorescens	SAMD00293169							no					AORI	DRA011820		public	431A85622BAC9B379F022B8D2555E6F1	66686BAADE5AC862B1D13FF22C8696D3	Montipora efflorescens	Mont_planula_4dpf						Planula larvae
DRR286409	2022-06-07 13:06:50	2022-06-07 13:08:40	17600680	5280204000	17600680	300	1651		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286409	DRX275866		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242820	SAMD00293170	simple	246299	Montipora cactus	SAMD00293170							no					AORI	DRA011820		public	EBF3C4CE01745F0B2CD8EB85CC436CBC	5A13F8754F529A8B753B3707539FD9F8	Montipora cactus	Mont_sperm						Sperm
DRR286407	2022-06-07 13:06:50	2022-06-07 13:06:02	21842337	4412152074	21842337	202	1276		https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000279/DRR286407	DRX275864		RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242821	SAMD00293171	simple	246299	Montipora cactus	SAMD00293171							no					AORI	DRA011820		public	84617DB7D30518073E9B4A569DB5F41D	F9BEB31E7DE3D64B390F52F370141C95	Montipora cactus	Mcac_adult						Adult
DRR286410	2022-06-07 13:06:50	2022-06-07 13:07:09	24351874	4919078548	24351874	202	1408		https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000279/DRR286410	DRX275867		RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242822	SAMD00293172	simple	105610	Montipora efflorescens	SAMD00293172							no					AORI	DRA011820		public	7F57E6E61F332BC13874CDDE15A6D834	CFD029EF8A55DEE63093FECCC91FC94F	Montipora efflorescens	Meff_adult						Adult
SRR18650999	2022-04-09 07:39:25	2022-04-06 00:30:33	95696808	28708968660	95696808	299	8338		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18650999/SRR18650999	SRX14754049	Illumina_MON_1	WGS	PCR	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP367755	PRJNA812941		812941	SRS12515359	SAMN26442120	simple	2924933	Montipora sp. Colony 1 RG-2022	MON_UAR_061801							no					UNIVERSITY OF CALIFORNIA SANTA CRUZ	SRA1398535		public	BAF8C0A3FB4FFD040E65079245887054	8F9722A746E7E632D2A596390A59E3B8	Montipora sp. Colony 1 RG-2022		Colony 1	coral reef	2018	Pacific Ocean	coral tissue
SRR13523391	2021-01-27 21:28:50	2021-01-25 16:21:58	24167294	7250188200	24167294	300	2976		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13523391/SRR13523391	SRX9934044	MC-289_T3-Amb_2530	RNA-Seq	cDNA	METATRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP303193	PRJNA694677		694677	SRS11146706	SAMN23428289	simple	46704	Montipora capitata	Montipora capitata nubbin: MC-289_T3-Amb_2530							no					RUTGERS UNIVERSITY	SRA1187692		public	70CF08837CD8E0CB99F7044DE6393BDE	8C61638DCBD7B8A62D5EB028ABF228FF	Montipora capitata		Coral colony (ID:289) from the waters of Kaneohe Bay, Hawaii (PlugID:2530). Exposed to ambient (~27.5C) temperature conditions; collected at time point 3.	A coral colony from the north end of Coconut Island, Kaneohe Bay, Hawaii	2019-05-07	USA: From the waters of Kaneohe Bay, Hawaii	Coral nubbin
SRR13523390	2021-01-27 21:28:50	2021-01-25 16:26:31	22580110	6774033000	22580110	300	2751		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13523390/SRR13523390	SRX9934045	MC-289_T3-Amb_2741	RNA-Seq	cDNA	METATRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP303193	PRJNA694677		694677	SRS11146707	SAMN23428290	simple	46704	Montipora capitata	Montipora capitata nubbin: MC-289_T3-Amb_2741							no					RUTGERS UNIVERSITY	SRA1187692		public	6AB6E674EB48F31A45ACC1B3E752CECE	3683AD9C3C49233233CD486CC91BEE57	Montipora capitata		Coral colony (ID:289) from the waters of Kaneohe Bay, Hawaii (PlugID:2741). Exposed to ambient (~27.5C) temperature conditions; collected at time point 3.	A coral colony from the north end of Coconut Island, Kaneohe Bay, Hawaii	2019-05-07	USA: From the waters of Kaneohe Bay, Hawaii	Coral nubbin
SRR13523389	2021-02-01 13:55:09	2021-01-29 21:43:42	128773438	38632031400	128773438	300	14072		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13523389/SRR13523389	SRX9934046	MC-289_T3-HiT_2058	RNA-Seq	cDNA	METATRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP303193	PRJNA694677		694677	SRS11146726	SAMN23428291	simple	46704	Montipora capitata	Montipora capitata nubbin: MC-289_T3-HiT_2058							no					RUTGERS UNIVERSITY	SRA1187692		public	2BEB12B04B5401DD9A74185FA4083DBE	7FB39C00FCBA5464BEB249248FFD86B6	Montipora capitata		Coral colony (ID:289) from the waters of Kaneohe Bay, Hawaii (PlugID:2058). Exposed to high (~30.5C) temperature conditions; collected at time point 3.	A coral colony from the north end of Coconut Island, Kaneohe Bay, Hawaii	2019-05-07	USA: From the waters of Kaneohe Bay, Hawaii	Coral nubbin
SRR13523388	2021-01-27 21:28:50	2021-01-25 16:19:05	26974537	8092361100	26974537	300	3285		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13523388/SRR13523388	SRX9934047	MC-289_T3-HiT_2183	RNA-Seq	cDNA	METATRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP303193	PRJNA694677		694677	SRS11146727	SAMN23428292	simple	46704	Montipora capitata	Montipora capitata nubbin: MC-289_T3-HiT_2183							no					RUTGERS UNIVERSITY	SRA1187692		public	DBD815D90D22DB3EBEB64923027DC2DD	5F4F321C69CB43C81781FEA369C28BB8	Montipora capitata		Coral colony (ID:289) from the waters of Kaneohe Bay, Hawaii (PlugID:2183). Exposed to high (~30.5C) temperature conditions; collected at time point 3.	A coral colony from the north end of Coconut Island, Kaneohe Bay, Hawaii	2019-05-07	USA: From the waters of Kaneohe Bay, Hawaii	Coral nubbin
SRR13523387	2021-01-27 21:28:50	2021-01-25 16:21:08	21858417	6557525100	21858417	300	2733		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13523387/SRR13523387	SRX9934048	MC-289_T3-HiT_2998	RNA-Seq	cDNA	METATRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP303193	PRJNA694677		694677	SRS11146728	SAMN23428293	simple	46704	Montipora capitata	Montipora capitata nubbin: MC-289_T3-HiT_2998							no					RUTGERS UNIVERSITY	SRA1187692		public	47168EEA13C37F8D38E4C00556F783A0	B6E18D54B6FDF977A130FA45495B264E	Montipora capitata		Coral colony (ID:289) from the waters of Kaneohe Bay, Hawaii (PlugID:2998). Exposed to high (~30.5C) temperature conditions; collected at time point 3.	A coral colony from the north end of Coconut Island, Kaneohe Bay, Hawaii	2019-05-07	USA: From the waters of Kaneohe Bay, Hawaii	Coral nubbin
SRR13523386	2021-01-27 21:28:50	2021-01-25 16:22:58	23008669	6902600700	23008669	300	2802		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13523386/SRR13523386	SRX9934049	MC-289_T5-Amb_1426	RNA-Seq	cDNA	METATRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP303193	PRJNA694677		694677	SRS11146729	SAMN23428294	simple	46704	Montipora capitata	Montipora capitata nubbin: MC-289_T5-Amb_1426							no					RUTGERS UNIVERSITY	SRA1187692		public	79E8A47540F61B65074D0BDF931FD41F	231AF70F52427F72EAE2D9E53074561E	Montipora capitata		Coral colony (ID:289) from the waters of Kaneohe Bay, Hawaii (PlugID:1426). Exposed to ambient (~27.5C) temperature conditions; collected at time point 5.	A coral colony from the north end of Coconut Island, Kaneohe Bay, Hawaii	2019-05-07	USA: From the waters of Kaneohe Bay, Hawaii	Coral nubbin
SRR13523385	2021-01-27 21:28:49	2021-01-25 16:23:50	27165030	8149509000	27165030	300	3355		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13523385/SRR13523385	SRX9934050	MC-289_T5-Amb_1721	RNA-Seq	cDNA	METATRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP303193	PRJNA694677		694677	SRS11146730	SAMN23428295	simple	46704	Montipora capitata	Montipora capitata nubbin: MC-289_T5-Amb_1721							no					RUTGERS UNIVERSITY	SRA1187692		public	F055952F8D7036592E1CB0E50B9971D1	64E1794D9896A851A29EAFC9FF183A89	Montipora capitata		Coral colony (ID:289) from the waters of Kaneohe Bay, Hawaii (PlugID:1721). Exposed to ambient (~27.5C) temperature conditions; collected at time point 5.	A coral colony from the north end of Coconut Island, Kaneohe Bay, Hawaii	2019-05-07	USA: From the waters of Kaneohe Bay, Hawaii	Coral nubbin
SRR13523384	2021-01-27 21:28:49	2021-01-25 17:05:46	30485842	9145752600	30485842	300	3771		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13523384/SRR13523384	SRX9934051	MC-289_T5-Amb_2874	RNA-Seq	cDNA	METATRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP303193	PRJNA694677		694677	SRS11146731	SAMN23428296	simple	46704	Montipora capitata	Montipora capitata nubbin: MC-289_T5-Amb_2874							no					RUTGERS UNIVERSITY	SRA1187692		public	4CA8895557DAA8A84EA2E1ED795CAEB6	21E2734BF6FD641541D96ECF9B8FE026	Montipora capitata		Coral colony (ID:289) from the waters of Kaneohe Bay, Hawaii (PlugID:2874). Exposed to ambient (~27.5C) temperature conditions; collected at time point 5.	A coral colony from the north end of Coconut Island, Kaneohe Bay, Hawaii	2019-05-07	USA: From the waters of Kaneohe Bay, Hawaii	Coral nubbin
SRR13523383	2021-01-27 21:28:49	2021-01-25 16:22:20	23260915	6978274500	23260915	300	2852		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13523383/SRR13523383	SRX9934052	MC-289_T5-HiT_1262	RNA-Seq	cDNA	METATRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP303193	PRJNA694677		694677	SRS11146732	SAMN23428297	simple	46704	Montipora capitata	Montipora capitata nubbin: MC-289_T5-HiT_1262							no					RUTGERS UNIVERSITY	SRA1187692		public	BBA7998FF3EAB95C5E0E9439E7864BD6	850354F7B058035291BAD3961020B66B	Montipora capitata		Coral colony (ID:289) from the waters of Kaneohe Bay, Hawaii (PlugID:1262). Exposed to high (~30.5C) temperature conditions; collected at time point 5.	A coral colony from the north end of Coconut Island, Kaneohe Bay, Hawaii	2019-05-07	USA: From the waters of Kaneohe Bay, Hawaii	Coral nubbin
SRR13523382	2021-01-27 21:28:49	2021-01-25 16:21:38	24283576	7285072800	24283576	300	2997		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13523382/SRR13523382	SRX9934053	MC-289_T5-HiT_1341	RNA-Seq	cDNA	METATRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP303193	PRJNA694677		694677	SRS11146733	SAMN23428298	simple	46704	Montipora capitata	Montipora capitata nubbin: MC-289_T5-HiT_1341							no					RUTGERS UNIVERSITY	SRA1187692		public	7DAE85DB0E9AE296239156774E6A37C7	31DF9200EB4B2043904C5B2368F391B1	Montipora capitata		Coral colony (ID:289) from the waters of Kaneohe Bay, Hawaii (PlugID:1341). Exposed to high (~30.5C) temperature conditions; collected at time point 5.	A coral colony from the north end of Coconut Island, Kaneohe Bay, Hawaii	2019-05-07	USA: From the waters of Kaneohe Bay, Hawaii	Coral nubbin
SRR13523380	2021-01-27 21:28:49	2021-01-25 16:13:21	9329310	2798793000	9329310	300	1120		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13523380/SRR13523380	SRX9934055	MC-289_T5-HiT_2998	RNA-Seq	cDNA	METATRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP303193	PRJNA694677		694677	SRS11146735	SAMN23428299	simple	46704	Montipora capitata	Montipora capitata nubbin: MC-289_T5-HiT_2998							no					RUTGERS UNIVERSITY	SRA1187692		public	91ED575C8810B56906AF15D1CB163728	DA878F7CC6A69745AD956C430CB58CE9	Montipora capitata		Coral colony (ID:289) from the waters of Kaneohe Bay, Hawaii (PlugID:2998). Exposed to high (~30.5C) temperature conditions; collected at time point 5.	A coral colony from the north end of Coconut Island, Kaneohe Bay, Hawaii	2019-05-07	USA: From the waters of Kaneohe Bay, Hawaii	Coral nubbin
ERR7163027	2021-11-11 05:56:55	2021-11-12 10:38:39	53836837	5383683700	53836837	100	2640		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR7163027/ERR7163027	ERX6732597	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7709486	SAMEA10031280	simple	46705	Montipora digitata	SAMEA10031280							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6839788		public	F15FF9D5238F09FC63C63A52AD24B6EE	13520158B5B2244C335AFCD65FED4475	Montipora digitata	Montipora digitata Calcite Sea
ERR7163028	2021-11-11 05:56:55	2021-11-12 10:27:58	10098400	1009840000	10098400	100	500		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR7163028/ERR7163028	ERX6732598	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7709486	SAMEA10031280	simple	46705	Montipora digitata	SAMEA10031280							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6839788		public	EDD6EA4F7A48199387BEEB557AF7D7D5	60856210303727FC836B3AD8F7242C93	Montipora digitata	Montipora digitata Calcite Sea
ERR7163029	2021-11-11 05:56:55	2021-11-12 10:26:42	8965596	896559600	8965596	100	444		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR7163029/ERR7163029	ERX6732599	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7709486	SAMEA10031280	simple	46705	Montipora digitata	SAMEA10031280							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6839788		public	36E2FA8F03164D9B3B74DF2B588130F1	8928203EAD880CA6F83D265A3CC40CB5	Montipora digitata	Montipora digitata Calcite Sea
ERR7163030	2021-11-11 05:56:55	2021-11-12 10:33:15	18350182	1835018200	18350182	100	903		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR7163030/ERR7163030	ERX6732600	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7709486	SAMEA10031280	simple	46705	Montipora digitata	SAMEA10031280							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6839788		public	EDF073BA2762015B6895E37F5068BE55	E5965FFCF039C52B0179FA682ABEBAFB	Montipora digitata	Montipora digitata Calcite Sea
ERR7163031	2021-11-11 05:56:55	2021-11-12 10:26:54	8269380	826938000	8269380	100	413		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR7163031/ERR7163031	ERX6732601	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7709486	SAMEA10031280	simple	46705	Montipora digitata	SAMEA10031280							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6839788		public	741F89C813454F442703BD11A07673AC	3BDF14BB8AA346E73AAB69CA80F55941	Montipora digitata	Montipora digitata Calcite Sea
ERR7163032	2021-11-11 05:56:55	2021-11-12 10:34:40	24608681	2460868100	24608681	100	1209		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR7163032/ERR7163032	ERX6732602	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7709486	SAMEA10031280	simple	46705	Montipora digitata	SAMEA10031280							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6839788		public	7A3B96901C3F6C57B982AC7F297F80FB	A8DF5401AFB6B39AA137BDD5CDE5EC99	Montipora digitata	Montipora digitata Calcite Sea
ERR7163033	2021-11-11 05:56:55	2021-11-12 10:31:17	13475101	1347510100	13475101	100	671		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR7163033/ERR7163033	ERX6732603	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7709486	SAMEA10031280	simple	46705	Montipora digitata	SAMEA10031280							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6839788		public	12C72C8D7E1015199C62DEEDC7A75A22	911843E717DCF8FEA410721172649EA0	Montipora digitata	Montipora digitata Calcite Sea
ERR7163034	2021-11-11 05:56:55	2021-11-12 10:29:23	10919402	1091940200	10919402	100	536		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR7163034/ERR7163034	ERX6732604	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7709486	SAMEA10031280	simple	46705	Montipora digitata	SAMEA10031280							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6839788		public	A01BB832F079F7E583A38602E35B3E3E	01E0F670E8C865338EC57194CE8F7261	Montipora digitata	Montipora digitata Calcite Sea
ERR7163036	2021-11-11 05:56:55	2021-11-12 10:30:24	12948943	1294894300	12948943	100	634		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR7163036/ERR7163036	ERX6732606	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7709486	SAMEA10031280	simple	46705	Montipora digitata	SAMEA10031280							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6839788		public	CAD62BBCB9F935A84B6DC0108703FF49	F2395FA624412E2ED8D7E7E5D4C6C823	Montipora digitata	Montipora digitata Calcite Sea
ERR7163035	2021-11-11 05:56:55	2021-11-12 21:19:54	11323163	1132316300	11323163	100	557		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR7163035/ERR7163035	ERX6732605	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7709486	SAMEA10031280	simple	46705	Montipora digitata	SAMEA10031280							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6839788		public	32A30CB72BC32AA841DE5F1DDC825721	CDA3AB858E1EC692F4839D80CF9E2C11	Montipora digitata	Montipora digitata Calcite Sea
ERR6798656	2021-09-29 06:21:21	2021-10-05 19:22:40	11584988	1158498800	11584988	100	566		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR6798656/ERR6798656	ERX6422304	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7640616	SAMEA9962318	simple	46705	Montipora digitata	SAMEA9962318							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6360034		public	1C283876BED7CA44AD4B8E5D6BC10BC3	73FC7181B7A7916DD4034B31E6702290	Montipora digitata	Montipora_digitata_Calcite Sea
ERR6798657	2021-09-29 06:21:21	2021-10-05 21:29:24	194224953	19422495300	194224953	100	9521		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR6798657/ERR6798657	ERX6422305	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7640616	SAMEA9962318	simple	46705	Montipora digitata	SAMEA9962318							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6360034		public	F3BAADD3C530217B4812F939744FF3FE	4A8F738F216DBB7AB4C58A0116DB9520	Montipora digitata	Montipora_digitata_Calcite Sea
ERR6798658	2021-09-29 06:21:21	2021-10-05 21:28:54	147765220	14776522000	147765220	100	7226		https://sra-pub-run-odp.s3.amazonaws.com/sra/ERR6798658/ERR6798658	ERX6422306	unspecified	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina HiSeq 2000	ERP120266	PRJEB36989		635846	ERS7640616	SAMEA9962318	simple	46705	Montipora digitata	SAMEA9962318							no					"DEPARTMENT OF EARTH AND ENVIRONMENTAL SCIENCES	 LU"	ERA6360034		public	836276B60787FE84C01ED1EAF6C13284	6910AD44F8D6E1DC7F2C53AFA294E353	Montipora digitata	Montipora_digitata_Calcite Sea
SRR15089760	2021-07-09 16:37:42	2021-07-09 15:43:44	21636831	6491049300	21636831	300	2247		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15089760/SRR15089760	SRX11399641	1101_Mcapitata_PolyA	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327667	PRJNA744524		744524	SRS9441974	SAMN20109629	simple	46704	Montipora capitata	1101_Mcapitata_PolyA							no					UNIVERSITY OF RHODE ISLAND	SRA1256984		public	897EAE4700FD9233C3EB7369ADFF2018	68658D646CEC0B54704FFF06D0EA3A4C	Montipora capitata		not applicable	not applicable	2018-09-04	USA: Kaneohe Bay, Hawaii	whole organism	adult
SRR15089757	2021-07-09 16:37:42	2021-07-09 15:35:44	10275396	2075629992	10275396	202	752		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15089757/SRR15089757	SRX11399644	1101_Mcapitata_RiboFree	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327667	PRJNA744524		744524	SRS9441977	SAMN20109632	simple	46704	Montipora capitata	1101_Mcapitata_RiboFree							no					UNIVERSITY OF RHODE ISLAND	SRA1256984		public	99B0231619B5CE77ADA8FC1751D89E24	D05EA3C1E8C171C60F34CA698F1118CB	Montipora capitata		not applicable	not applicable	2018-09-04	USA: Kaneohe Bay, Hawaii	whole organism	adult
SRR15089759	2021-07-09 16:37:42	2021-07-09 15:41:21	17651137	5295341100	17651137	300	1857		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15089759/SRR15089759	SRX11399642	1548_Mcapitata_PolyA	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327667	PRJNA744524		744524	SRS9441975	SAMN20109630	simple	46704	Montipora capitata	1548_Mcapitata_PolyA							no					UNIVERSITY OF RHODE ISLAND	SRA1256984		public	65073FB9C4A81E2CCDC995808B6901E5	584A74B66DEB5726E1A66BEF3A0688A4	Montipora capitata		not applicable	not applicable	2018-09-07	USA: Kaneohe Bay, Hawaii	whole organism	adult
SRR15089754	2021-07-09 16:37:43	2021-07-09 15:38:32	16601774	3353558348	16601774	202	1207		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15089754/SRR15089754	SRX11399647	1548_Mcapitata_RiboFree	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327667	PRJNA744524		744524	SRS9441980	SAMN20109633	simple	46704	Montipora capitata	1548_Mcapitata_RiboFree							no					UNIVERSITY OF RHODE ISLAND	SRA1256984		public	EE5E142C802AC5F1DDA164731BD21548	E1E3EE958F3DF84E1A4B7953BCC60AA0	Montipora capitata		not applicable	not applicable	2018-09-07	USA: Kaneohe Bay, Hawaii	whole organism	adult
SRR15089758	2021-07-09 16:37:42	2021-07-09 15:45:21	21647915	6494374500	21647915	300	2248		https://storage.googleapis.com/nih-sequence-read-archive/run/SRR15089758/SRR15089758	SRX11399643	1628_Mcapitata_PolyA	RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP327667	PRJNA744524		744524	SRS9441976	SAMN20109631	simple	46704	Montipora capitata	1628_Mcapitata_PolyA							no					UNIVERSITY OF RHODE ISLAND	SRA1256984		public	89A14E6C59ECC396BB3DC298BEBD1D75	7660256CAFCB9C5D5122E8A85AC9D7B7	Montipora capitata		not applicable	not applicable	2018-09-04	USA: Kaneohe Bay, Hawaii	whole organism	adult
